user_id,screen_name,account_type,label,created_at,account_age_days,followers_count,following_count,post_count,verified,posts_per_day,reply_ratio,retweet_ratio,mention_ratio,url_ratio,hashtag_ratio,duplicate_content_ratio,has_profile_image,has_description,default_profile,profile_completeness,location,listed_count
102136,user_102136,human,0,2020-01-07,1455,716,411,1093,0,1.3331,0.2949,0.035,0.0043,0.1034,0.2753,0.0011,0,1,0,0.8261,"New York, USA",1.0
108942,user_108942,suspicious,2,2023-04-17,259,33,158,206,0,18.9485,0.2793,0.2871,0.1829,0.4903,0.1856,0.5571,0,1,0,0.5346,"Paris, France",230.0
104971,user_104971,human,0,2016-07-24,2717,84,413,3038,0,1.5612,0.3062,0.0772,0.0337,0.0524,0.084,0.0016,1,0,0,0.634,"Seoul, South Korea",
106196,user_106196,bot,1,2023-10-11,82,13,163,8918,0,43.7207,0.1211,0.8475,0.1128,0.6656,0.8625,0.7037,0,0,1,0.3219,"Dubai, UAE",2.0
100135,user_100135,human,0,2020-08-01,1248,30,69,1099,0,3.0756,0.1252,0.0573,0.2596,0.4431,0.0579,0.031,1,1,0,0.6634,"Toronto, Canada",4.0
107732,user_107732,bot,1,2023-09-26,97,33,724,4087,0,60.3857,0.1823,0.2388,0.0071,0.4948,0.5265,0.6973,0,0,1,0.3281,"Mumbai, India",1.0
105325,user_105325,bot,1,2023-02-11,324,51,2695,564,0,5.0,0.021,0.6265,0.0075,0.5341,0.6852,0.9218,0,1,1,0.3058,,2.0
109641,user_109641,suspicious,2,2022-09-08,480,4,2577,1418,0,23.0346,0.1537,0.8172,0.0429,0.2661,0.6854,0.4509,1,1,1,0.1804,,5.0
106161,user_106161,bot,1,2022-05-09,602,236,1648,2155,0,119.0718,0.2382,0.5063,0.008,0.7478,0.3752,0.8449,0,0,0,0.2507,"Sao Paulo, Brazil",0.0
102560,user_102560,human,0,2017-07-22,2354,239,42,131,0,1.9642,0.45,0.2627,0.1425,0.0945,0.0386,0.0542,1,1,0,0.6959,,5.0
100063,user_100063,human,0,2020-11-21,1136,199,708,1466,0,1.1546,0.1736,0.1635,0.1414,0.1094,0.062,0.017,1,1,1,0.6758,"Berlin, Germany",6.0
101359,user_101359,human,0,2021-07-03,912,16,108,972,0,2.5823,0.1612,0.3207,0.059,0.4758,0.0943,0.001,1,1,0,0.4494,"Berlin, Germany",3.0
106726,user_106726,bot,1,2022-05-06,605,116,30000,273,0,56.9884,0.2981,0.603,0.0012,0.5865,0.7525,0.5908,0,0,1,0.0597,"Sao Paulo, Brazil",17.0
102468,user_102468,human,0,2019-01-05,1822,190,405,187,0,1.9638,0.5772,0.573,0.2981,0.1593,0.1925,0.0052,1,1,0,0.5695,"Dubai, UAE",38.0
100680,user_100680,human,0,2016-12-26,2562,156,642,654,0,3.7499,0.195,0.2748,0.0408,0.335,0.1922,0.01,1,1,0,0.7611,"Berlin, Germany",12.0
106798,user_106798,bot,1,2023-07-02,183,81,3250,624,0,41.1281,0.0023,0.7387,0.0671,0.3777,0.473,0.7811,0,0,1,0.1432,,0.0
100742,user_100742,human,0,2021-03-05,1032,74,290,765,0,3.9122,0.2996,0.1988,0.1213,0.0187,0.1832,0.2281,1,0,0,0.8629,,12.0
105308,user_105308,bot,1,2023-01-11,355,1485,186,4303,0,41.2427,0.1353,0.6951,0.0384,0.7883,0.7156,0.4862,0,0,1,0.1794,"Tokyo, Japan",56.0
107628,user_107628,bot,1,2022-09-17,471,8,369,307,0,76.5022,0.0179,0.9082,0.0023,0.7383,0.4689,0.7517,1,0,0,0.5338,,28.0
103642,user_103642,human,0,2019-05-17,1690,103,151,2193,0,4.6409,0.1847,0.0852,0.1022,0.2877,0.0171,0.0056,1,1,0,0.8724,"Berlin, Germany",1.0
100445,user_100445,human,0,2021-03-20,1017,1026,438,270,0,0.2053,0.1885,0.0878,0.0912,0.4622,0.1384,0.2673,1,1,0,0.9134,"New York, USA",0.0
108141,user_108141,bot,1,2023-06-19,196,67,238,589,0,95.024,0.0977,0.2419,0.055,0.5881,0.628,0.5866,0,0,1,0.3688,,41.0
103259,user_103259,human,0,2017-02-14,2512,203,435,2493,0,1.1014,0.2175,0.271,0.2681,0.2796,0.0214,0.1263,1,1,0,0.8353,"New York, USA",0.0
104664,user_104664,human,0,2019-11-06,1517,464,85,238,0,0.2432,0.159,0.2242,0.0371,0.5395,0.3669,0.0011,1,1,0,0.6533,"Sydney, Australia",25.0
101874,user_101874,human,0,2017-10-17,2267,166,87,4424,0,2.7865,0.371,0.126,0.0273,0.0446,0.0084,0.0205,1,1,0,0.4509,,117.0
106367,user_106367,bot,1,2022-11-27,400,1,148,6756,0,74.9319,0.1345,0.4234,0.2463,0.6499,0.4551,0.7631,1,0,1,0.0777,"California, USA",1.0
102597,user_102597,human,0,2020-01-27,1435,31,250,285,0,3.5607,0.0539,0.193,0.3783,0.1035,0.4264,0.0598,0,1,0,0.8419,"Berlin, Germany",3.0
101718,user_101718,human,0,2018-10-05,1914,292,101,1637,0,0.1,0.1716,0.2835,0.0387,0.3324,0.1248,0.0749,0,1,0,0.6968,"Tokyo, Japan",10.0
102913,user_102913,human,0,2020-04-10,1361,240,1977,481,0,4.0552,0.0684,0.1545,0.1268,0.534,0.1546,0.1156,1,1,0,0.7615,"California, USA",33.0
102844,user_102844,human,0,2020-12-28,1099,182,196,4330,0,3.9646,0.1773,0.2032,0.0452,0.0801,0.1837,0.0169,1,1,0,0.8254,"London, UK",82.0
104028,user_104028,human,0,2019-07-02,1644,1648,96,918,0,1.1987,0.2248,0.1834,0.0305,0.1939,0.0668,0.1279,1,0,0,0.4902,"Seoul, South Korea",1.0
105489,user_105489,bot,1,2022-10-06,452,1,320,10448,0,21.0027,0.053,0.801,0.0568,0.5297,0.5714,0.8257,1,1,1,0.1941,,31.0
108635,user_108635,suspicious,2,2022-09-23,465,72,46,1996,0,10.2881,0.4415,0.4191,0.0476,0.5362,0.3648,0.3974,1,1,0,0.4303,"Tokyo, Japan",
108038,user_108038,bot,1,2023-01-18,348,160,1265,2175,0,35.157,0.0483,0.4812,0.1038,0.8267,0.6198,0.6962,0,0,1,0.2198,,1.0
109233,user_109233,suspicious,2,2023-10-14,79,659,255,136,0,18.7149,0.0556,0.4797,0.0625,0.7865,0.577,0.2816,0,1,1,0.5961,"Toronto, Canada",1.0
100490,user_100490,human,0,2017-08-17,2328,185,96,777,0,2.8645,0.2867,0.1307,0.1766,0.0988,0.1859,0.0327,1,0,0,0.9486,"Paris, France",42.0
100494,user_100494,human,0,2020-06-27,1283,7509,107,47,0,2.2254,0.1346,0.4821,0.2253,0.147,0.0327,0.0207,1,1,0,0.5818,"New York, USA",10.0
100691,user_100691,human,0,2019-09-01,1583,365,132,1992,0,2.6828,0.0452,0.144,0.0328,0.5428,0.1055,0.0847,1,1,0,0.9176,"California, USA",62.0
103822,user_103822,human,0,2018-08-19,1961,2475,1826,306,0,4.9059,0.2676,0.5204,0.1047,0.073,0.0355,0.0397,1,1,0,0.8695,,9.0
100603,user_100603,human,0,2017-08-24,2321,239,87,13356,0,3.4188,0.1261,0.2446,0.037,0.2311,0.2427,0.0013,0,1,0,0.5518,,45.0
101912,user_101912,human,0,2015-05-30,3138,2462,50,203,0,2.1893,0.0738,0.0246,0.3971,0.2693,0.0287,0.1639,1,0,0,0.8359,,6.0
101015,user_101015,human,0,2016-03-22,2841,677,757,3861,0,4.3558,0.1212,0.1677,0.0911,0.4016,0.145,0.0314,1,1,0,0.7667,,10.0
106157,user_106157,bot,1,2023-05-10,236,5,493,850,0,5.0,0.0226,0.5152,0.0074,0.691,0.649,0.6449,0,0,1,0.111,,37.0
101994,user_101994,human,0,2017-11-29,2224,1653,78,1059,0,0.7095,0.1511,0.0738,0.0376,0.1129,0.0792,0.0018,1,1,0,0.9316,"California, USA",1.0
105770,user_105770,bot,1,2023-01-01,365,19,464,1691,0,57.7212,0.0456,0.7243,0.0274,0.5372,0.4993,0.7791,0,0,1,0.1308,"Sydney, Australia",6.0
103758,user_103758,human,0,2015-09-20,3025,513,41,134,0,3.8907,0.1964,0.0939,0.0409,0.1802,0.4182,0.0568,1,1,0,0.2308,"Dubai, UAE",
102367,user_102367,human,0,2019-12-15,1478,4411,180,391,0,0.1,0.1536,0.2103,0.3543,0.23,0.28,0.0049,1,1,0,0.8397,"Tokyo, Japan",0.0
105284,user_105284,bot,1,2023-02-18,317,10,1434,21731,0,51.6069,0.1256,0.3865,0.0082,0.5353,0.5987,0.8009,0,0,1,0.2648,"Seoul, South Korea",8.0
104371,user_104371,human,0,2021-12-08,754,34,102,797,0,2.8691,0.2412,0.1333,0.0179,0.5749,0.442,0.0156,1,1,1,0.5978,,3.0
106884,user_106884,bot,1,2022-10-17,441,160,191,54966,0,21.7231,0.0695,0.3641,0.1752,0.4026,0.6778,0.5883,1,0,1,0.3076,"Mumbai, India",
107012,user_107012,bot,1,2022-11-28,399,2,66,2343,0,5.0,0.2129,0.8808,0.0021,0.5112,0.5223,0.8919,0,0,1,0.0116,"California, USA",3.0
101362,user_101362,human,0,2018-02-14,2147,1784,120,297,0,1.516,0.4061,0.1606,0.3588,0.0696,0.3468,0.0093,1,0,0,0.671,"Mumbai, India",2.0
108462,user_108462,bot,1,2023-12-23,9,49,11192,74199,0,46.441,0.0005,0.5532,0.0037,0.7369,0.579,0.9139,0,0,1,0.0473,,
101527,user_101527,human,0,2015-12-24,2930,198,346,165,0,3.9873,0.1485,0.5274,0.1738,0.0378,0.1666,0.1145,1,1,0,0.7893,,43.0
101328,user_101328,human,0,2019-04-24,1713,835,550,509,0,0.216,0.5285,0.2899,0.0909,0.5485,0.585,0.0594,1,1,0,0.9069,"Mumbai, India",15.0
108508,user_108508,suspicious,2,2020-02-19,1412,125,1023,485,0,20.6107,0.2305,0.6385,0.0282,0.7289,0.4074,0.6483,0,1,0,0.6724,"Paris, France",5.0
109032,user_109032,suspicious,2,2021-07-01,914,20,439,1894,0,16.766,0.273,0.393,0.1931,0.387,0.4237,0.2598,1,1,0,0.2484,"Toronto, Canada",25.0
101552,user_101552,human,0,2019-05-30,1677,1872,219,175,0,0.5841,0.6091,0.2516,0.0873,0.1409,0.2359,0.0074,1,0,0,0.9319,"Sao Paulo, Brazil",17.0
107770,user_107770,bot,1,2022-11-24,403,130,1111,491,0,5.0,0.0123,0.3832,0.0312,0.8202,0.6132,0.8533,0,0,0,0.39,"Dubai, UAE",34.0
109909,user_109909,suspicious,2,2019-06-16,1660,821,291,424,0,26.4309,0.276,0.1166,0.079,0.2908,0.4407,0.1909,0,0,1,0.0653,"Dubai, UAE",
101338,user_101338,human,0,2019-07-28,1618,169,102,371,0,6.8595,0.2371,0.4053,0.1561,0.2046,0.1639,0.1007,0,1,0,0.4457,"California, USA",
103902,user_103902,human,0,2019-04-16,1721,455,186,1117,0,3.7874,0.3608,0.304,0.2126,0.3003,0.2653,0.0722,1,0,0,0.5786,"Paris, France",22.0
103011,user_103011,human,0,2019-03-25,1743,214,892,2348,0,2.3467,0.4212,0.0809,0.0125,0.1598,0.0758,0.31,1,1,1,0.9042,"Sydney, Australia",10.0
105042,user_105042,bot,1,2022-03-12,660,4,71,2234,0,62.8617,0.1588,0.8031,0.0876,0.707,0.5663,0.7027,0,1,1,0.4016,"London, UK",11.0
108826,user_108826,suspicious,2,2021-08-15,869,1111,1786,4750,0,10.0978,0.17,0.626,0.0277,0.6176,0.9178,0.2649,1,1,0,0.7408,,8.0
102251,user_102251,human,0,2019-04-14,1723,546,743,52,0,2.8635,0.0988,0.3512,0.0314,0.3626,0.0069,0.0023,0,1,0,0.6939,,25.0
106534,user_106534,bot,1,2023-06-03,212,16,363,723,0,40.8072,0.009,0.6785,0.0071,0.2882,0.8644,0.663,0,0,1,0.1844,"Sydney, Australia",13.0
105040,user_105040,bot,1,2023-09-30,93,49,172,6124,0,27.6434,0.0783,0.4428,0.0216,0.6563,0.7164,0.8627,0,0,1,0.387,"London, UK",1.0
102347,user_102347,human,0,2019-11-11,1512,96,314,280,0,3.2841,0.4797,0.4002,0.1341,0.3902,0.0329,0.017,1,1,0,0.7946,"Seoul, South Korea",5.0
109283,user_109283,suspicious,2,2023-01-30,336,49,405,989,0,40.7422,0.0342,0.5434,0.1973,0.6729,0.074,0.2482,1,0,0,0.1693,"Berlin, Germany",
105486,user_105486,bot,1,2023-05-09,237,40,2403,24869,0,61.9513,0.0001,0.7887,0.0661,0.9492,0.4177,0.4367,0,0,1,0.2921,,1.0
102785,user_102785,human,0,2019-11-16,1507,441,157,387,0,5.2941,0.1757,0.2558,0.0893,0.5076,0.0353,0.0046,1,0,0,0.8424,,0.0
105120,user_105120,bot,1,2022-10-24,434,15,137,11808,0,37.9308,0.0277,0.5271,0.0003,0.3868,0.7979,0.7475,0,0,1,0.2078,"Dubai, UAE",
107551,user_107551,bot,1,2023-11-24,38,15,9,2292,0,95.8431,0.2123,0.6969,0.0237,0.4289,0.792,0.9099,0,0,1,0.2581,"Tokyo, Japan",1.0
105556,user_105556,bot,1,2023-03-23,284,90,137,5291,0,45.134,0.2447,0.5829,0.0001,0.2017,0.4723,0.9575,0,0,1,0.211,,2.0
105600,user_105600,bot,1,2023-06-24,191,48,496,2857,0,73.5552,0.0063,0.6562,0.0025,0.4912,0.5543,0.7632,1,0,0,0.1782,,
107631,user_107631,bot,1,2023-01-24,342,22,951,361,0,31.0864,0.0738,0.8094,0.0366,0.7542,0.668,0.7172,0,0,1,0.2838,"New York, USA",0.0
100151,user_100151,human,0,2018-08-30,1950,10034,254,1519,0,1.6991,0.2596,0.1506,0.06,0.4266,0.4171,0.1531,1,1,0,0.9538,"Seoul, South Korea",0.0
102805,user_102805,human,0,2019-03-26,1742,259,77,264,0,6.4693,0.3086,0.2471,0.0969,0.2189,0.2392,0.0229,0,1,0,0.4213,"California, USA",1.0
105875,user_105875,bot,1,2023-08-02,152,2135,225,3414,0,127.2611,0.069,0.8193,0.0295,0.7709,0.9253,0.7103,0,0,1,0.4999,"Seoul, South Korea",0.0
102087,user_102087,human,0,2019-11-28,1495,406,631,612,0,1.0996,0.1415,0.3226,0.1298,0.3782,0.0057,0.0318,1,0,0,0.9762,,16.0
103752,user_103752,human,0,2018-07-14,1997,743,229,566,0,0.3236,0.2515,0.3757,0.0054,0.1766,0.3807,0.2543,1,1,0,0.669,"Seoul, South Korea",19.0
105613,user_105613,bot,1,2023-09-21,102,2,219,14165,0,87.3488,0.034,0.6417,0.0436,0.9028,0.448,0.7987,1,0,1,0.0029,"California, USA",85.0
102260,user_102260,human,0,2018-09-30,1919,13076,575,1271,0,0.4511,0.2743,0.2118,0.0145,0.3659,0.7481,0.171,1,1,1,0.7644,,1.0
104018,user_104018,human,0,2017-12-06,2217,109,420,129,0,2.7746,0.2101,0.4209,0.1409,0.2458,0.1193,0.1738,1,1,1,0.5521,"Tokyo, Japan",
106114,user_106114,bot,1,2022-09-19,469,47,307,16732,0,5.0,0.2227,0.2599,0.1469,0.7415,0.7702,0.2391,0,0,1,0.0375,"California, USA",9.0
106059,user_106059,bot,1,2021-11-06,786,9,5392,517,0,55.7357,0.0159,0.8212,0.0124,0.5916,0.8778,0.7637,0,0,0,0.3785,"Tokyo, Japan",0.0
102425,user_102425,human,0,2021-08-03,881,22,166,1939,0,0.5804,0.1267,0.24,0.0334,0.5281,0.2184,0.0525,1,1,0,0.5361,"Sao Paulo, Brazil",15.0
108035,user_108035,bot,1,2023-12-31,1,169,1923,1410,0,76.8299,0.115,0.5992,0.0007,0.6151,0.6584,0.987,1,0,0,0.259,"Tokyo, Japan",110.0
103857,user_103857,human,0,2021-05-14,962,451,74,99,0,2.552,0.1224,0.2227,0.1621,0.2131,0.0219,0.0,1,1,1,0.5906,"Tokyo, Japan",38.0
100860,user_100860,human,0,2018-01-13,2179,128,128,659,0,2.4856,0.5259,0.1354,0.023,0.2591,0.0439,0.068,1,1,0,0.9045,,2.0
108171,user_108171,bot,1,2023-09-15,108,59,108,748,0,77.8764,0.1578,0.5434,0.0076,0.7566,0.8613,0.9307,0,0,1,0.5199,"California, USA",16.0
107592,user_107592,bot,1,2022-12-28,369,4,131,826,0,81.8107,0.0762,0.3933,0.0,0.7172,0.7934,0.4704,1,0,1,0.1516,"Toronto, Canada",
108098,user_108098,bot,1,2022-07-10,540,6,2280,13667,0,18.1821,0.3275,0.6159,0.1233,0.4968,0.8482,0.7365,0,0,1,0.0912,"London, UK",89.0
107321,user_107321,bot,1,2023-01-01,365,20,248,1620,0,56.2513,0.0769,0.5497,0.0352,0.4053,0.8302,0.4739,1,1,0,0.2563,"Seoul, South Korea",3.0
108564,user_108564,suspicious,2,2021-03-28,1009,178,114,7013,0,14.3298,0.2865,0.6177,0.0122,0.223,0.5702,0.6003,0,0,0,0.345,"California, USA",11.0
104740,user_104740,human,0,2017-12-03,2220,607,89,485,0,4.3199,0.2399,0.1333,0.1199,0.1838,0.1367,0.0077,0,0,1,0.6291,"London, UK",1.0
108595,user_108595,suspicious,2,2022-06-24,556,318,680,2354,0,18.4597,0.0739,0.5591,0.0495,0.2692,0.7045,0.6573,0,1,1,0.1509,"Sydney, Australia",1.0
104463,user_104463,human,0,2017-09-09,2305,285,289,1241,0,2.8626,0.0619,0.1678,0.1657,0.1463,0.0525,0.0162,1,0,0,0.8332,"Seoul, South Korea",0.0
105529,user_105529,bot,1,2023-09-03,120,17,339,120,0,19.7822,0.025,0.7544,0.0398,0.8048,0.6609,0.662,0,0,1,0.2061,"Dubai, UAE",86.0
101365,user_101365,human,0,2017-02-09,2517,2658,186,811,0,2.3189,0.5505,0.5418,0.0785,0.3943,0.1928,0.0471,1,0,0,0.53,"London, UK",0.0
101780,user_101780,human,0,2020-03-18,1384,258,89,599,0,3.7388,0.3767,0.0693,0.3,0.1091,0.122,0.001,1,0,0,0.7271,"Sao Paulo, Brazil",1.0
109222,user_109222,suspicious,2,2022-08-25,494,102,50,407,0,27.9264,0.0263,0.7939,0.2157,0.4208,0.2899,0.7198,0,0,1,0.4627,"Mumbai, India",7.0
104786,user_104786,human,0,2019-07-30,1616,448,709,15706,0,2.6084,0.0767,0.0629,0.1759,0.2501,0.0486,0.0265,1,1,0,0.8568,,10.0
106335,user_106335,bot,1,2023-05-22,224,57,219,7464,0,35.9652,0.0138,0.3242,0.0786,0.6176,0.5695,0.757,0,0,1,0.2453,,11.0
101819,user_101819,human,0,2019-06-03,1673,329,282,45,0,2.2869,0.2007,0.4788,0.1058,0.4923,0.1478,0.026,1,1,0,0.7016,"London, UK",5.0
107800,user_107800,bot,1,2023-01-02,364,38,756,2115,0,46.8039,0.045,0.6504,0.0137,0.5662,0.6994,0.895,1,0,0,0.123,"Paris, France",2.0
104938,user_104938,human,0,2017-01-20,2537,1196,244,17605,0,1.8065,0.1341,0.0673,0.1968,0.0646,0.0138,0.0495,1,0,1,0.7428,"Seoul, South Korea",4.0
102705,user_102705,human,0,2018-08-31,1949,105,451,3669,0,4.9164,0.3033,0.088,0.0334,0.4811,0.2048,0.0162,1,1,0,0.7322,"Seoul, South Korea",1.0
105286,user_105286,bot,1,2023-12-25,7,113,623,4512,0,48.7453,0.0868,0.7143,0.0439,0.4043,0.8832,0.8625,1,0,1,0.3417,,112.0
100176,user_100176,human,0,2017-09-18,2296,4925,192,1611,0,2.0712,0.3425,0.0478,0.1148,0.0541,0.3665,0.0546,1,0,1,0.5017,"Sao Paulo, Brazil",1.0
107482,user_107482,bot,1,2023-09-27,96,43,579,16808,0,40.604,0.0986,0.8664,0.0126,0.4768,0.9264,0.7896,0,0,1,0.5079,"Toronto, Canada",
102094,user_102094,human,0,2020-12-11,1116,1972,168,272,0,5.2958,0.0817,0.3537,0.0478,0.7466,0.2625,0.051,0,1,0,0.849,"Sydney, Australia",285.0
108751,user_108751,suspicious,2,2020-11-04,1153,123,54,2062,0,12.0961,0.0597,0.5358,0.265,0.6627,0.3737,0.1402,1,1,1,0.5594,"Paris, France",9.0
103492,user_103492,human,0,2019-06-05,1671,76,608,659,0,0.1,0.2958,0.1629,0.0973,0.1032,0.0383,0.1472,1,0,0,0.7436,,1.0
101921,user_101921,human,0,2022-04-29,612,485,576,3165,0,3.2001,0.3454,0.252,0.1804,0.4809,0.0828,0.3161,1,1,0,0.643,"New York, USA",0.0
100083,user_100083,human,0,2016-08-24,2686,374,339,699,0,0.1,0.5296,0.0448,0.0473,0.6985,0.0908,0.2012,1,1,0,0.9233,"Seoul, South Korea",60.0
100817,user_100817,human,0,2018-08-20,1960,97,274,10358,0,5.0056,0.235,0.2549,0.3083,0.2693,0.0438,0.0065,0,0,0,0.845,,
108602,user_108602,suspicious,2,2022-09-23,465,150,33,334,0,2.0,0.0867,0.4536,0.1471,0.511,0.0995,0.3267,1,1,1,0.3643,"Paris, France",40.0
107355,user_107355,bot,1,2022-05-26,585,219,2995,7909,0,45.8293,0.004,0.8138,0.0021,0.6659,0.6635,0.6145,0,1,1,0.2853,"Tokyo, Japan",3.0
104397,user_104397,human,0,2020-07-21,1259,858,1395,1668,0,4.9058,0.5018,0.2764,0.1644,0.3969,0.3841,0.1187,1,1,0,0.5814,,4.0
109182,user_109182,suspicious,2,2023-09-26,97,37,816,131,0,21.9988,0.1639,0.5733,0.0639,0.5871,0.5244,0.7021,1,0,1,0.5082,,2.0
105569,user_105569,bot,1,2023-04-09,267,26,166,14295,0,76.9015,0.0224,0.2489,0.0033,0.357,0.7594,0.6866,0,0,1,0.2985,"Berlin, Germany",22.0
100284,user_100284,human,0,2021-02-08,1057,811,323,1813,0,1.9123,0.2772,0.2799,0.1744,0.0466,0.0776,0.0412,1,1,0,0.6716,"California, USA",
104121,user_104121,human,0,2020-01-27,1435,12,9,5978,0,2.0071,0.1269,0.2015,0.0165,0.0523,0.5436,0.2981,1,1,0,0.784,,1.0
107481,user_107481,bot,1,2022-03-28,644,134,363,3882,0,8.8347,0.0212,0.7425,0.0201,0.5689,0.2033,0.7045,0,0,1,0.1172,"Seoul, South Korea",6.0
100610,user_100610,human,0,2016-08-13,2697,349,109,158,0,0.1,0.3748,0.194,0.0886,0.3927,0.0588,0.0147,1,1,0,0.5441,"Toronto, Canada",
102916,user_102916,human,0,2016-01-14,2909,331,373,2384,0,4.6109,0.1354,0.0351,0.1087,0.084,0.0547,0.2346,1,1,0,0.7717,,159.0
101814,user_101814,human,0,2017-08-07,2338,14,1605,163,0,3.5559,0.2553,0.7331,0.0232,0.0387,0.3679,0.0153,1,1,0,0.8871,"Sydney, Australia",4.0
101272,user_101272,human,0,2018-01-27,2165,1004,134,886,0,1.892,0.0667,0.0597,0.2527,0.0026,0.5732,0.1639,1,0,0,0.567,"Dubai, UAE",23.0
105925,user_105925,bot,1,2023-06-09,206,148,201,2287,0,69.6355,0.007,0.8366,0.0646,0.3986,0.4625,0.5955,0,0,0,0.0946,,26.0
109596,user_109596,suspicious,2,2021-09-27,826,117,97,2280,0,7.3184,0.3048,0.5978,0.1325,0.1093,0.4565,0.6014,0,1,0,0.4025,,15.0
102995,user_102995,human,0,2020-08-21,1228,114,1079,106,0,5.3472,0.2749,0.4164,0.1309,0.6905,0.5677,0.0239,1,1,0,0.6579,"Toronto, Canada",4.0
107110,user_107110,bot,1,2023-10-24,69,11,3119,6347,0,5.0,0.0475,0.5224,0.0193,0.9197,0.4215,0.8929,0,0,1,0.1827,"Seoul, South Korea",23.0
108614,user_108614,suspicious,2,2022-11-28,399,5,356,8973,0,16.3883,0.0068,0.4291,0.1164,0.5035,0.2392,0.5351,0,1,0,0.2391,"Sydney, Australia",164.0
107357,user_107357,bot,1,2023-09-01,122,151,227,890,0,33.7977,0.1092,0.8459,0.0883,0.6574,0.8802,0.7652,1,1,1,0.0966,"London, UK",32.0
102643,user_102643,human,0,2020-06-19,1291,170,184,1277,0,2.1623,0.4303,0.2002,0.0783,0.5725,0.0689,0.5004,1,1,0,0.6856,,0.0
106554,user_106554,bot,1,2022-08-22,497,1366,643,8040,0,50.5159,0.0543,0.4807,0.022,0.7805,0.5733,0.7722,0,0,0,0.1179,"Sydney, Australia",28.0
104509,user_104509,human,0,2017-12-29,2194,180,248,346,0,2.3418,0.5235,0.2653,0.3053,0.3932,0.2461,0.1345,1,1,0,0.6944,"California, USA",11.0
102306,user_102306,human,0,2013-12-19,3665,5,108,2207,0,3.0662,0.2432,0.0808,0.0022,0.4561,0.0724,0.1063,0,1,0,0.6329,"Dubai, UAE",166.0
106503,user_106503,bot,1,2022-12-05,392,280,8635,1674,0,40.7752,0.178,0.7295,0.0802,0.7483,0.7464,0.7162,0,0,1,0.3191,"Berlin, Germany",10.0
106261,user_106261,bot,1,2023-01-27,339,13,2190,4356,0,61.9299,0.0946,0.8359,0.0786,0.5318,0.4532,0.733,1,1,0,0.1123,"Seoul, South Korea",16.0
104196,user_104196,human,0,2019-11-21,1502,33,186,2168,0,0.1,0.6312,0.1433,0.3114,0.026,0.5097,0.0023,1,1,1,0.5289,"New York, USA",1.0
105563,user_105563,bot,1,2022-06-04,576,45,5174,17784,0,40.2344,0.2008,0.6873,0.1223,0.9535,0.5654,0.8592,1,1,0,0.3226,,37.0
104841,user_104841,human,0,2020-05-25,1316,62,235,3458,0,2.5963,0.5159,0.214,0.1716,0.1427,0.0964,0.0004,1,1,0,0.7909,"Berlin, Germany",3.0
104656,user_104656,human,0,2015-07-15,3092,2338,3085,562,0,0.4981,0.149,0.1185,0.2344,0.2893,0.132,0.0003,1,1,0,0.6729,"Dubai, UAE",2.0
108148,user_108148,bot,1,2022-03-13,659,135,2993,1908,0,27.7238,0.0323,0.5676,0.0142,0.5822,0.9793,0.9171,0,0,1,0.4449,"London, UK",25.0
104169,user_104169,human,0,2017-06-15,2391,497,142,977,0,3.6376,0.2883,0.2889,0.3646,0.0249,0.0575,0.0035,1,0,0,0.4403,"Toronto, Canada",62.0
103850,user_103850,human,0,2021-06-05,940,901,957,468,0,5.3465,0.3478,0.6501,0.1359,0.4118,0.0664,0.0348,1,1,0,0.4635,"Seoul, South Korea",142.0
109848,user_109848,suspicious,2,2022-05-12,599,49,1632,5926,0,30.1455,0.2803,0.303,0.3476,0.4615,0.4215,0.5561,1,1,0,0.2144,"Paris, France",4.0
108402,user_108402,bot,1,2021-12-31,731,3,824,92415,0,50.1403,0.1421,0.5822,0.0051,0.785,0.6483,0.4752,0,0,1,0.5253,,1.0
105254,user_105254,bot,1,2023-03-14,293,94,1627,540,0,40.2575,0.2448,0.5393,0.0008,0.8117,0.8106,0.6203,0,0,1,0.0405,"California, USA",5.0
107885,user_107885,bot,1,2023-12-31,1,1,2127,851,0,26.111,0.0911,0.6403,0.0002,0.5197,0.7117,0.8952,0,1,1,0.1955,"Berlin, Germany",26.0
105534,user_105534,bot,1,2022-02-23,677,11,93,3957,0,71.8189,0.0512,0.4206,0.0081,0.6632,0.7546,0.8596,1,0,1,0.4059,,2.0
102415,user_102415,human,0,2017-05-27,2410,10231,1501,308,0,5.7619,0.1456,0.0381,0.1738,0.0852,0.1463,0.0042,1,1,0,0.806,,155.0
103555,user_103555,human,0,2022-02-05,695,1358,40,9395,0,2.1066,0.6696,0.0334,0.2316,0.0611,0.2912,0.0778,1,1,0,0.8933,"Toronto, Canada",3.0
104692,user_104692,human,0,2018-09-04,1945,210,294,808,0,2.0567,0.2956,0.2557,0.1807,0.4876,0.0481,0.0257,1,0,0,0.7481,"New York, USA",3.0
104499,user_104499,human,0,2022-08-21,498,364,492,2358,0,0.5981,0.0919,0.2709,0.0726,0.3084,0.1928,0.0034,1,0,1,0.9298,"Berlin, Germany",4.0
102196,user_102196,human,0,2020-02-29,1402,516,449,701,0,1.7962,0.2546,0.3755,0.0308,0.0727,0.0856,0.0064,0,1,0,0.4057,,0.0
